source,target,count
9075,5186,2
9075,5224,4
9075,5235,11
9075,5240,1
9075,5243,1
9075,5264,2
9075,5267,1
9075,5283,4
9075,5333,3
9075,5344,1
9075,5364,1
9075,5413,40
9075,5436,2
9075,5437,1
9075,5491,1
9075,5496,1
9075,5519,2
9075,5533,2
9075,5555,59
9075,5561,8
9075,5614,7
9075,5637,31
9075,5655,14
9075,5678,1
9075,5685,1
9075,5701,1
9075,5747,3
9075,5750,2
9075,5766,1
9075,5780,1
9075,5905,1
9075,5947,1
9075,5992,21
9075,6004,1
9075,6006,2
9075,6063,3
9075,6118,47
9075,6132,5
9075,6237,2
9075,6296,1
9075,6304,5
9075,6344,3
9075,6358,3
9075,6406,3
9075,6440,17
9075,6456,3
9075,6473,4
9075,6506,2
9075,6546,2
9075,6632,1
9075,6634,8
9075,6665,24
9075,6706,5
9075,6732,4
9075,6745,8
9075,6758,16
9075,6761,3
9075,6789,1
9075,6836,1
9075,6853,5
9075,6905,2
9075,6928,4
9075,6931,1
9075,6935,1
9075,6947,11
9075,6984,1
9075,7014,4
9075,7021,1
9075,7035,30
9075,7072,5
9075,7080,1
9075,7090,2
9075,7127,1
9075,7181,1
9075,7258,1
9075,7265,2
9075,7267,6
9075,7344,3
9075,7345,1
9075,7350,6
9075,7444,1
9075,7458,3
9075,7539,1
9075,7540,5
9075,7568,3
9075,7575,1
9075,7578,1
9075,7612,2
9075,7664,4
9075,7666,4
9075,7676,2
9075,7694,5
9075,7697,1
9075,7716,7
9075,7740,3
9075,7746,4
9075,7750,1
9075,7764,1
9075,7806,9
9075,7846,2
9075,7882,12
9075,7948,4
9075,8001,12
9075,8009,1
9075,8029,2
9075,8067,18
9075,8069,4
9075,8167,3
9075,8208,4
9075,8216,1
9075,8250,43
9075,8288,8
9075,8327,8
9075,8411,1
9075,8413,1
9075,8422,5
9075,8424,2
9075,8447,1
9075,8463,2
9075,8487,3
9075,8512,1
9075,8538,7
9075,8571,4
9075,8581,8
9075,8616,3
9075,8625,17
9075,8631,5
9075,8632,13
9075,8636,3
9076,5798,1
9077,1793,3
9077,3486,1
9078,75,1
9078,78,2
9078,388,1
9078,639,1
9078,718,1
9078,944,1
9078,1216,1
9078,1293,1
9078,1476,1
9078,1506,3
9078,1666,2
9078,1736,64
9078,1931,1
9078,2038,2
9078,2350,1
9078,2467,1
9078,2483,1
9078,2603,1
9078,2622,2
9078,2750,1
9078,3092,1
9078,3235,1
9078,3247,2
9078,3258,1
9078,3299,1
9078,3335,1
9078,3343,1
9078,3550,1
9078,3582,1
9078,3665,1
9078,3766,1
9078,3812,1
9078,3848,1
9078,3857,2
9078,3970,1
9078,4058,1
9078,4169,1
9078,4257,1
9078,4554,1
9078,4993,1
9078,5119,1
9078,5158,1
9078,5374,1
9078,5481,1
9078,5496,2
9078,5560,1
9078,5701,1
9078,5723,1
9078,5837,1
9078,6099,1
9078,6309,2
9078,6310,1
9078,7146,1
9078,7156,1
9078,7338,1
9078,7396,1
9078,7484,1
9078,7629,1
9078,7661,1
9078,7821,1
9078,7893,3
9078,7951,1
9078,7982,1
9078,8009,2
9078,8400,1
9079,117,4
9079,175,3
9079,291,4
9079,354,2
9079,638,1
9079,800,5
9079,1081,4
9079,1153,6
9079,1501,3
9079,1712,49
9079,1736,13
9079,1787,1
9079,1793,39
9079,1834,3
9079,1846,12
9079,1861,2
9079,1870,1
9079,2081,17
9079,2088,4
9079,2099,2
9079,2115,3
9079,2173,4
9079,2216,9
9079,2274,6
9079,2291,3
9079,2292,1
9079,2379,9
9079,2422,14
9079,2628,1
9079,2703,1
9079,2875,7
9079,2928,10
9079,2974,2
9079,3004,1
9079,3099,3
9079,3202,3
9079,3247,19
9079,3325,3
9079,3372,1
9079,3382,1
9079,3456,1
9079,3486,2
9079,3558,2
9079,3567,6
9079,3612,2
9079,3637,2
9079,3662,1
9079,3767,1
9079,3800,6
9079,3850,1
9079,3869,1
9079,3913,1
9079,4077,1
9079,4502,1
9079,4587,19
9079,4752,3
9079,4775,11
9079,4808,4
9079,4893,1
9079,5060,6
9079,5083,4
9079,5196,7
9079,5330,4
9079,5331,4
9079,5450,8
9079,5468,1
9079,5710,1
9079,5831,4
9079,5869,2
9079,6125,2
9079,6172,5
9079,6176,1
9079,6289,6
9079,6440,7
9079,6748,5
9079,6829,6
9079,6859,4
9079,6993,4
9079,7108,1
9079,7234,3
9079,7265,1
9079,7308,1
9079,7486,1
9079,7569,102
9079,7694,1
9079,7851,5
9079,8029,2
9079,8143,2
9079,8177,1
9079,8288,3
9079,8297,1
9079,8306,1
9079,8631,1
9080,114,1
9080,287,1
9080,330,1
9080,404,1
9080,449,2
9080,515,4
9080,538,9
9080,672,1
9080,680,2
9080,805,3
9080,806,1
9080,973,5
9080,1410,5
9080,1536,5
9080,1655,2
9080,1680,4
9080,1688,4
9080,1724,17
9080,1731,1
9080,1907,2
9080,2011,14
9080,2115,1
9080,2287,5
9080,2379,10
9080,2431,1
9080,2439,7
9080,2443,2
9080,2840,1
9080,2875,1
9080,2895,1
9080,3463,4
9080,3566,1
9080,3575,23
9080,3634,1
9080,3645,1
9080,3770,1
9080,3816,1
9080,3913,2
9080,3944,2
9080,4005,3
9080,4537,1
9080,4970,1
9080,5060,5
9080,5090,1
9080,5241,1
9080,5642,1
9080,5670,1
9080,5887,16
9080,5905,1
9080,6113,2
9080,6115,1
9080,6330,1
9080,6665,1
9080,6769,1
9080,7088,1
9080,7258,1
9080,7565,2
9080,7694,2
9080,7840,2
9080,7951,4
9080,8067,14
9080,8136,5
9080,8250,7
9080,8288,2
9081,1655,14
9081,1960,4
9081,2409,5
9081,3868,1
9081,6367,2
9081,7390,24
9081,8386,1
9082,896,3
9082,5781,1
9083,59,1
9083,656,1
9083,927,1
9083,978,1
9083,1021,1
9083,1321,1
9083,1323,1
9083,1374,1
9083,1588,1
9083,1634,1
9083,1649,7
9083,1655,1
9083,1687,1
9083,1763,1
9083,1838,1
9083,1954,1
9083,2101,1
9083,2135,1
9083,2152,1
9083,2191,1
9083,2265,2
9083,2284,1
9083,2415,2
9083,2483,1
9083,2527,1
9083,2547,1
9083,2566,1
9083,2595,1
9083,2607,1
9083,2619,1
9083,2643,2
9083,2658,1
9083,2665,1
9083,2669,2
9083,2767,1
9083,2778,1
9083,2793,3
9083,2814,1
9083,2882,1
9083,2929,33
9083,2948,2
9083,3026,1
